run,classname,last,count,delta,lenmean,lensd,lenmax
47,Time,193,203,10,,,
47,YAML::Syck::Scalar,184,74,-110,,,
47,NewRelic::TransactionSample::Segment,41,135,94,,,
47,Mongrel::Stats,82,63,-19,,,
47,YAML::Syck::Scalar,184,74,-110,,,
47,Set,25,21,-4,65.142857,152.797018,521.000000
47,Mongrel::Stats,82,68,-14,,,
47,NewRelic::TransactionSample,4,14,10,,,
47,Set,25,21,-4,65.142857,152.797018,521.000000
47,Bignum,20,14,-6,,,
47,Bignum,20,14,-6,,,
47,Mutex,13,14,1,,,
47,Mutex,13,14,1,,,
47,HashWithIndifferentAccess,5,12,7,1.166667,1.029857,2.000000
47,NewRelic::TransactionSample,4,14,10,,,
47,ActiveSupport::Callbacks::CallbackChain,7,11,4,0.454545,0.820200,2.000000
47,HashWithIndifferentAccess,5,12,7,1.166667,1.029857,2.000000
47,File,12,11,-1,,,
47,ActiveSupport::Callbacks::CallbackChain,7,11,4,0.454545,0.820200,2.000000
49,Float,233214,256894,23680,,,
49,String,47322,39200,-8122,33.928342,70.153629,3689.000000
49,Array,4681,2017,-2664,9.248884,38.411857,535.000000
49,Class,1006,1005,-1,,,
49,Float,233214,286260,53046,,,
49,Regexp,985,960,-25,,,
49,String,47322,39292,-8030,34.033035,70.147541,3689.000000
49,Hash,933,455,-478,11.995604,47.738135,521.000000
49,Array,4681,2027,-2654,9.242723,38.322749,535.000000
49,Proc,542,449,-93,,,
49,Float,233214,299292,66078,,,
49,Class,1006,1005,-1,,,
49,Range,164,163,-1,,,
49,String,47322,39333,-7989,34.079653,70.163591,3689.000000
49,Regexp,985,960,-25,,,
49,Time,203,120,-83,,,
49,Array,4681,2037,-2644,9.214531,38.232854,535.000000
49,Hash,933,455,-478,12.134066,47.957875,521.000000
49,Mongrel::Stats,68,49,-19,,,
49,Class,1006,1005,-1,,,
49,Proc,542,449,-93,,,
49,NewRelic::TransactionSample::Segment,135,43,-92,,,
49,Range,164,163,-1,,,
49,YAML::Syck::Scalar,74,42,-32,,,
49,Regexp,985,960,-25,,,
49,Time,203,130,-73,,,
49,Set,21,19,-2,71.894737,159.485595,521.000000
49,Hash,933,455,-478,12.257143,48.153136,521.000000
49,Mongrel::Stats,68,59,-9,,,
49,MatchData,1031,16,-1015,1.750000,1.341641,4.000000
49,Proc,542,449,-93,,,
49,NewRelic::TransactionSample::Segment,135,43,-92,,,
49,Mutex,14,13,-1,,,
49,Range,164,163,-1,,,
49,YAML::Syck::Scalar,74,42,-32,,,
49,StringIO,15,12,-3,337.000000,1057.850995,3689.000000
49,Time,203,133,-70,,,
49,Set,21,19,-2,71.894737,159.485595,521.000000
50,Mongrel::Stats,49,63,14,,,
50,MatchData,16,19,3,1.789474,1.357242,4.000000
50,MatchData,16,22,6,1.818182,1.367527,4.000000
52,Float,299292,67011,-232281,,,
52,String,39333,38989,-344,33.855062,69.855740,3689.000000
52,Array,2037,1993,-44,9.335173,38.635266,535.000000
52,Regexp,960,959,-1,,,
52,Proc,449,448,-1,,,
52,Hash,455,435,-20,11.859770,48.099514,521.000000
52,Time,133,92,-41,,,
52,Mongrel::Stats,63,24,-39,,,
52,YAML::Syck::Scalar,42,14,-28,,,
53,Float,67011,189062,122051,,,
53,String,38989,40980,1991,33.158565,69.071527,3689.000000
53,Array,1993,3393,1400,6.164456,29.997977,535.000000
53,Regexp,959,962,3,,,
53,Proc,448,512,64,,,
53,Hash,435,452,17,12.143805,48.195961,521.000000
53,Range,163,164,1,,,
53,MatchData,7,142,135,1.063380,0.432948,4.000000
53,Time,92,133,41,,,
53,IO,3,129,126,,,
53,Process::Status,2,128,126,,,
53,YAML::Syck::Scalar,14,76,62,,,
53,Mongrel::Stats,24,50,26,,,
53,Bignum,14,16,2,,,
53,File,11,12,1,,,
54,Float,189062,101703,-87359,,,
54,String,40980,43589,2609,30.024295,66.662227,3689.000000
54,Array,3393,2881,-512,7.884068,34.483064,535.000000
54,Class,1005,994,-11,,,
54,Regexp,962,988,26,,,
54,MatchData,142,686,544,1.151603,0.704763,8.000000
54,Hash,452,581,129,9.953528,42.779179,521.000000
54,Proc,512,511,-1,,,
54,Module,405,402,-3,,,
54,Range,164,168,4,,,
54,Time,133,153,20,,,
54,Mongrel::Stats,50,28,-22,,,
54,YAML::Syck::Scalar,76,28,-48,,,
54,NewRelic::TransactionSample::Segment,43,27,-16,,,
54,Set,19,27,8,49.851852,135.462656,521.000000
54,Bignum,16,26,10,,,
54,ActionView::ReloadableTemplate,29,25,-4,,,
54,NewRelic::MetricSpec,12,17,5,,,
54,NewRelic::MethodTraceStats,25,17,-8,,,
54,ActiveSupport::Callbacks::CallbackChain,7,14,7,0.928571,0.828742,2.000000
54,Mime::Type,15,14,-1,,,
54,Mutex,13,12,-1,,,
55,String,43589,39064,-4525,32.603548,77.515263,7136.000000
55,Array,2881,2059,-822,9.050024,38.864344,535.000000
55,Class,994,997,3,,,
55,Regexp,988,955,-33,,,
55,Proc,511,481,-30,,,
55,Hash,581,467,-114,11.355460,47.287337,521.000000
55,Module,402,409,7,,,
55,Float,101703,302,-101401,,,
55,Range,168,163,-5,,,
55,Time,153,76,-77,,,
55,YAML::Syck::Scalar,28,48,20,,,
55,NewRelic::TransactionSample::Segment,27,31,4,,,
55,Set,27,25,-2,60.200000,145.229129,521.000000
55,ActiveSupport::Callbacks::Callback,9,17,8,,,
55,MatchData,686,16,-670,1.312500,0.873212,4.000000
55,Bignum,26,14,-12,,,
55,Mutex,12,13,1,,,
55,ActiveSupport::Callbacks::CallbackChain,14,12,-2,1.416667,1.729862,6.000000
55,File,12,11,-1,,,
55,HashWithIndifferentAccess,5,11,6,1.090909,1.044466,2.000000
56,Float,302,80625,80323,,,
56,String,39064,39156,92,32.693738,77.511682,7136.000000
56,Array,2059,2077,18,9.007222,38.702368,535.000000
56,Regexp,955,956,1,,,
56,Time,76,83,7,,,
56,MatchData,16,22,6,1.500000,1.101946,4.000000
57,Float,80625,89023,8398,,,
57,String,39156,43639,4483,38.216252,71.572034,3689.000000
57,Array,2077,2324,247,10.418244,37.863255,537.000000
57,Class,997,1014,17,,,
57,Regexp,956,965,9,,,
57,Hash,467,622,155,9.450161,41.606700,521.000000
57,Proc,481,490,9,,,
57,Module,409,419,10,,,
57,Time,83,108,25,,,
57,NewRelic::TransactionSample::Segment,31,78,47,,,
57,MatchData,22,35,13,1.342857,0.764771,4.000000
57,Set,25,32,7,51.000000,130.365244,521.000000
57,NewRelic::MethodTraceStats,17,30,13,,,
57,Mongrel::Stats,6,30,24,,,
57,ActionView::ReloadableTemplate,25,29,4,,,
57,ActiveRecord::ConnectionAdapters::MysqlColumn,10,24,14,,,
57,ActiveSupport::Callbacks::CallbackChain,12,18,6,0.944444,1.551933,6.000000
57,NewRelic::MetricSpec,9,18,9,,,
57,NewRelic::ScopedMethodTraceStats,8,18,10,,,
57,HashWithIndifferentAccess,11,17,6,1.705882,1.611083,5.000000
57,Mime::Type,14,15,1,,,
57,Mutex,13,14,1,,,
58,Float,89023,213816,124793,,,
58,String,43639,60405,16766,32.420329,66.971935,3689.000000
58,Array,2324,5439,3115,8.604155,34.713419,537.000000
58,Regexp,965,1589,624,,,
58,Class,1014,1018,4,,,
58,MatchData,35,999,964,1.364364,0.816520,4.000000
58,Hash,622,921,299,9.761129,41.285952,521.000000
58,Proc,490,610,120,,,
58,Module,419,428,9,,,
58,Range,163,185,22,,,
58,Time,108,184,76,,,
58,NewRelic::TransactionSample::Segment,78,84,6,,,
58,YAML::Syck::Scalar,0,62,62,,,
58,Mongrel::Stats,30,57,27,,,
58,ActiveSupport::Callbacks::CallbackChain,18,42,24,1.023810,1.070402,6.000000
58,Set,32,40,8,42.700000,117.477374,521.000000
58,Bignum,14,30,16,,,
58,ActiveRecord::ConnectionAdapters::MysqlColumn,24,30,6,,,
58,ActiveSupport::Callbacks::Callback,17,24,7,,,
58,File,11,21,10,,,
58,NewRelic::MetricSpec,18,21,3,,,
58,HashWithIndifferentAccess,17,19,2,1.736842,1.521772,5.000000
58,Mutex,14,15,1,,,
58,NoMethodError,8,14,6,,,
58,StringIO,9,12,3,771.500000,1136.344418,3689.000000
59,Float,213816,91112,-122704,,,
59,String,60405,43653,-16752,39.433281,69.587492,3689.000000
59,Array,5439,2274,-3165,10.815743,38.009977,537.000000
59,Class,1018,1021,3,,,
59,Regexp,1589,962,-627,,,
59,Hash,921,596,-325,9.300336,41.575187,521.000000
59,Proc,610,460,-150,,,
59,Module,428,427,-1,,,
59,Range,185,163,-22,,,
59,Time,184,103,-81,,,
59,NewRelic::TransactionSample::Segment,84,89,5,,,
59,ActiveRecord::ConnectionAdapters::MysqlColumn,30,42,12,,,
59,Set,40,41,1,34.292683,112.699877,521.000000
59,NewRelic::MethodTraceStats,30,32,2,,,
59,MatchData,999,30,-969,1.400000,0.813676,4.000000
59,Mongrel::Stats,57,28,-29,,,
59,NewRelic::ScopedMethodTraceStats,18,19,1,,,
59,NewRelic::MetricSpec,21,19,-2,,,
59,ActiveSupport::Callbacks::CallbackChain,42,18,-24,0.277778,0.669113,2.000000
59,Mutex,15,14,-1,,,
59,Bignum,30,14,-16,,,
59,YAML::Syck::Scalar,62,14,-48,,,
59,HashWithIndifferentAccess,19,12,-7,2.250000,1.712255,5.000000
59,File,21,11,-10,,,
59,ActionController::Filters::BeforeFilter,9,11,2,,,
60,Float,91112,127143,36031,,,
60,String,43653,65325,21672,34.774145,249.495132,27014.000000
60,Array,2274,5420,3146,6.457565,25.307408,540.000000
60,Regexp,962,3849,2887,,,
60,Class,1021,1022,1,,,
60,MatchData,30,733,703,2.428377,1.496576,4.000000
60,Pathname,0,673,673,,,
60,Hash,596,650,54,8.850769,40.190504,521.000000
60,Proc,460,484,24,,,
60,Time,103,136,33,,,
60,NewRelic::TransactionSample::Segment,89,100,11,,,
60,Set,41,37,-4,37.675676,118.281222,521.000000
60,NewRelic::MethodTraceStats,32,37,5,,,
60,ActiveRecord::ConnectionAdapters::MysqlColumn,42,36,-6,,,
60,Mongrel::Stats,28,36,8,,,
60,YAML::Syck::Scalar,14,29,15,,,
60,Bignum,14,26,12,,,
60,NewRelic::ScopedMethodTraceStats,19,23,4,,,
60,NewRelic::MetricSpec,19,23,4,,,
60,ActiveSupport::Callbacks::CallbackChain,18,19,1,0.263158,0.653376,2.000000
60,HashWithIndifferentAccess,12,18,6,2.055556,1.625974,5.000000
60,IO,3,16,13,,,
60,Process::Status,2,15,13,,,
60,Mutex,14,15,1,,,
60,NewRelic::TransactionSample,10,11,1,,,
61,Float,127143,127728,585,,,
61,String,65325,86631,21306,34.329466,296.845513,27084.000000
61,Array,5420,9697,4277,5.259462,21.983129,540.000000
61,Regexp,3849,7085,3236,,,
61,MatchData,733,1292,559,2.325851,1.498209,5.000000
61,Pathname,673,1032,359,,,
61,Class,1022,1019,-3,,,
61,Hash,650,743,93,9.247645,40.553024,521.000000
61,Proc,484,551,67,,,
61,Module,427,420,-7,,,
61,Time,136,175,39,,,
61,Range,163,169,6,,,
61,NewRelic::TransactionSample::Segment,100,111,11,,,
61,Mongrel::Stats,36,55,19,,,
61,ActiveSupport::Callbacks::CallbackChain,19,45,26,0.955556,1.065056,6.000000
61,Bignum,26,31,5,,,
61,NewRelic::MetricSpec,23,30,7,,,
61,ActiveRecord::ConnectionAdapters::MysqlColumn,36,30,-6,,,
61,Set,37,29,-8,47.620690,132.335184,521.000000
61,ActiveSupport::Callbacks::Callback,5,24,19,,,
61,YAML::Syck::Scalar,29,15,-14,,,
61,Mutex,15,14,-1,,,
61,File,11,13,2,,,
61,StringIO,9,12,3,4935.666667,10380.541292,27084.000000
61,NewRelic::TransactionSample,11,12,1,,,
61,HashWithIndifferentAccess,18,11,-7,1.454545,1.293340,3.000000
62,Float,127728,132963,5235,,,
62,String,86631,45635,-40996,41.983478,69.787257,3689.000000
62,Array,9697,3505,-6192,8.217974,31.642640,540.000000
62,Regexp,7085,970,-6115,,,
62,Hash,743,591,-152,9.898477,42.831319,521.000000
62,Proc,551,521,-30,,,
62,Range,169,164,-5,,,
62,Time,175,138,-37,,,
62,YAML::Syck::Scalar,15,62,47,,,
62,Mongrel::Stats,55,53,-2,,,
62,Set,29,30,1,46.100000,130.300012,521.000000
62,ActiveRecord::ConnectionAdapters::MysqlColumn,30,24,-6,,,
62,NewRelic::MetricSpec,30,23,-7,,,
62,MatchData,1292,19,-1273,1.315789,0.945905,4.000000
62,ActiveSupport::Callbacks::CallbackChain,45,17,-28,0.294118,0.685994,2.000000
62,Bignum,31,16,-15,,,
62,Mutex,14,13,-1,,,
62,File,13,12,-1,,,
63,Float,132963,121340,-11623,,,
63,String,45635,54406,8771,41.784711,273.582545,27101.000000
63,Array,3505,3635,130,8.828061,31.405630,540.000000
63,Regexp,970,2099,1129,,,
63,Class,1019,1018,-1,,,
63,Hash,591,631,40,8.893819,40.499302,521.000000
63,Proc,521,482,-39,,,
63,MatchData,19,308,289,2.402597,1.492738,4.000000
63,Pathname,0,265,265,,,
63,Range,164,163,-1,,,
63,NewRelic::TransactionSample::Segment,111,122,11,,,
63,Time,138,114,-24,,,
63,Set,30,26,-4,53.115385,138.962535,521.000000
63,NewRelic::MetricSpec,23,25,2,,,
63,Mongrel::Stats,53,23,-30,,,
63,Bignum,16,21,5,,,
63,ActiveSupport::Callbacks::CallbackChain,17,20,3,0.250000,0.638666,2.000000
63,YAML::Syck::Scalar,62,15,-47,,,
63,Mutex,13,14,1,,,
63,NewRelic::TransactionSample,12,13,1,,,
63,ActiveRecord::ConnectionAdapters::MysqlColumn,24,12,-12,,,
63,File,12,11,-1,,,
63,HashWithIndifferentAccess,5,11,6,1.454545,1.293340,3.000000
64,Float,121340,161046,39706,,,
64,String,54406,47125,-7281,45.623491,257.652437,27101.000000
64,Array,3635,3589,-46,8.502647,31.617917,540.000000
64,Class,1018,1014,-4,,,
64,Regexp,2099,971,-1128,,,
64,Hash,631,607,-24,9.645799,42.094990,521.000000
64,Proc,482,529,47,,,
64,Module,420,413,-7,,,
64,Range,163,164,1,,,
64,Time,114,146,32,,,
64,YAML::Syck::Scalar,15,62,47,,,
64,Mongrel::Stats,23,56,33,,,
64,MatchData,308,38,-270,1.236842,0.714113,4.000000
64,Set,26,24,-2,57.208333,144.089338,521.000000
64,NewRelic::MetricSpec,25,23,-2,,,
64,ActiveSupport::Callbacks::CallbackChain,20,18,-2,0.277778,0.669113,2.000000
64,IO,3,17,14,,,
64,Process::Status,2,16,14,,,
64,Bignum,21,16,-5,,,
64,File,11,12,1,,,
64,StringIO,9,12,3,2650.666667,7770.471325,27101.000000
65,Float,161046,115319,-45727,,,
65,String,47125,47854,729,47.279350,284.781425,27176.000000
65,Array,3589,2511,-1078,11.895659,37.552347,540.000000
65,Class,1014,1017,3,,,
65,Regexp,971,970,-1,,,
65,Hash,607,634,27,8.903785,40.449159,521.000000
65,Proc,529,484,-45,,,
65,Module,413,420,7,,,
65,Range,164,163,-1,,,
65,NewRelic::TransactionSample::Segment,122,133,11,,,
65,Time,146,120,-26,,,
65,MatchData,38,44,6,1.954545,1.311036,4.000000
65,NewRelic::MethodTraceStats,37,40,3,,,
65,Mongrel::Stats,56,37,-19,,,
65,NewRelic::MetricSpec,23,30,7,,,
65,Set,24,30,6,46.100000,130.300012,521.000000
65,NewRelic::ScopedMethodTraceStats,23,30,7,,,
65,ActiveRecord::ConnectionAdapters::MysqlColumn,12,24,12,,,
65,ActiveSupport::Callbacks::CallbackChain,18,19,1,0.263158,0.653376,2.000000
65,Bignum,16,14,-2,,,
65,NewRelic::TransactionSample,13,14,1,,,
65,YAML::Syck::Scalar,62,14,-48,,,
65,File,12,11,-1,,,
66,Float,115319,166557,51238,,,
66,String,47854,63808,15954,39.235723,223.778047,27176.000000
66,Array,2511,5516,3005,9.302937,34.599275,540.000000
66,Regexp,970,1115,145,,,
66,Class,1017,1021,4,,,
66,MatchData,44,1012,968,1.349802,0.803165,4.000000
66,Hash,634,959,325,9.409802,40.535970,521.000000
66,Proc,484,619,135,,,
66,Module,420,429,9,,,
66,Range,163,185,22,,,
66,Time,120,184,64,,,
66,NewRelic::TransactionSample::Segment,133,139,6,,,
66,YAML::Syck::Scalar,14,62,48,,,
66,Mongrel::Stats,37,53,16,,,
66,ActiveSupport::Callbacks::CallbackChain,19,46,27,0.934783,1.062537,6.000000
66,Set,30,39,9,43.666667,118.850046,521.000000
66,NewRelic::MetricSpec,30,33,3,,,
66,Bignum,14,30,16,,,
66,ActiveRecord::ConnectionAdapters::MysqlColumn,24,30,6,,,
66,IO,4,26,22,,,
66,Process::Status,2,25,23,,,
66,ActiveSupport::Callbacks::Callback,5,24,19,,,
66,File,11,20,9,,,
66,HashWithIndifferentAccess,10,17,7,1.352941,1.221739,3.000000
66,Mutex,14,15,1,,,
66,NewRelic::TransactionSample,14,15,1,,,
66,NoMethodError,7,13,6,,,
66,StringIO,9,12,3,2871.000000,7731.653169,27176.000000
67,Float,166557,105679,-60878,,,
67,String,63808,47909,-15899,46.683922,154.347420,15281.000000
67,Array,5516,2236,-3280,13.329159,39.725725,540.000000
67,Class,1021,1019,-2,,,
67,Regexp,1115,967,-148,,,
67,Hash,959,630,-329,8.934921,40.497980,521.000000
67,Proc,619,444,-175,,,
67,Module,429,426,-3,,,
67,Range,185,163,-22,,,
67,NewRelic::TransactionSample::Segment,139,141,2,,,
67,Time,184,136,-48,,,
67,Mongrel::Stats,53,62,9,,,
67,NewRelic::MethodTraceStats,40,41,1,,,
67,Set,39,32,-7,43.312500,126.507283,521.000000
67,NewRelic::MetricSpec,33,30,-3,,,
67,ActiveRecord::ConnectionAdapters::MysqlColumn,30,24,-6,,,
67,ActiveSupport::Callbacks::CallbackChain,46,17,-29,0.294118,0.685994,2.000000
67,NewRelic::TransactionSample,15,16,1,,,
67,Bignum,30,14,-16,,,
67,YAML::Syck::Scalar,62,14,-48,,,
67,Mutex,15,14,-1,,,
67,HashWithIndifferentAccess,17,12,-5,2.250000,1.712255,5.000000
67,MatchData,1012,11,-1001,1.545455,1.213560,4.000000
67,File,20,11,-9,,,
68,Float,105679,234982,129303,,,
68,String,47909,64028,16119,39.049494,136.384254,15281.000000
68,Array,2236,5367,3131,9.588411,35.138806,540.000000
68,Regexp,967,1114,147,,,
68,Class,1019,1023,4,,,
68,MatchData,11,975,964,1.364103,0.823016,4.000000
68,Hash,630,973,343,9.356629,40.336257,521.000000
68,Proc,444,599,155,,,
68,Module,426,435,9,,,
68,Time,136,213,77,,,
68,Range,163,185,22,,,
68,NewRelic::TransactionSample::Segment,141,147,6,,,
68,Mongrel::Stats,62,85,23,,,
68,YAML::Syck::Scalar,14,76,62,,,
68,ActiveSupport::Callbacks::CallbackChain,17,46,29,0.934783,1.062537,6.000000
68,Set,32,43,11,39.813953,113.757942,521.000000
68,ActiveRecord::ConnectionAdapters::MysqlColumn,24,36,12,,,
68,NewRelic::MetricSpec,30,33,3,,,
68,Bignum,14,30,16,,,
68,ActiveSupport::Callbacks::Callback,5,24,19,,,
68,File,11,20,9,,,
68,HashWithIndifferentAccess,12,19,7,1.842105,1.572795,5.000000
68,NewRelic::TransactionSample,16,17,1,,,
68,Mutex,14,15,1,,,
68,StringIO,9,12,3,1852.250000,4366.300225,15281.000000
68,ActionController::Filters::BeforeFilter,8,11,3,,,
68,ActionController::Filters::FilterChain,6,11,5,2.090909,0.943880,3.000000
69,Float,234982,133770,-101212,,,
69,String,64028,49162,-14866,46.269192,71.204215,3689.000000
69,Array,5367,2394,-2973,13.125731,38.786477,540.000000
69,Class,1023,1020,-3,,,
69,Regexp,1114,968,-146,,,
69,Hash,973,684,-289,8.333333,38.844662,521.000000
69,Proc,599,459,-140,,,
69,Module,435,426,-9,,,
69,Range,185,163,-22,,,
69,NewRelic::TransactionSample::Segment,147,150,3,,,
69,Time,213,109,-104,,,
69,Set,43,34,-9,40.823529,123.033001,521.000000
69,MatchData,975,31,-944,1.387097,0.803219,4.000000
69,NewRelic::MetricSpec,33,30,-3,,,
69,ActiveRecord::ConnectionAdapters::MysqlColumn,36,30,-6,,,
69,Mongrel::Stats,85,28,-57,,,
69,ActiveSupport::Callbacks::CallbackChain,46,18,-28,0.277778,0.669113,2.000000
69,HashWithIndifferentAccess,19,17,-2,1.941176,1.599632,5.000000
69,YAML::Syck::Scalar,76,14,-62,,,
69,Bignum,30,14,-16,,,
69,File,20,11,-9,,,
70,Float,133770,126919,-6851,,,
70,String,49162,61028,11866,42.277496,170.723550,18826.000000
70,Array,2394,4155,1761,8.922984,30.075156,540.000000
70,Regexp,968,2584,1616,,,
70,Class,1020,1019,-1,,,
70,Hash,684,726,42,8.161157,38.158185,521.000000
70,Proc,459,467,8,,,
70,MatchData,31,421,390,2.432304,1.500254,4.000000
70,Pathname,0,381,381,,,
70,NewRelic::TransactionSample::Segment,150,158,8,,,
70,Time,109,124,15,,,
70,NewRelic::MetricSpec,30,33,3,,,
70,NewRelic::ScopedMethodTraceStats,30,31,1,,,
70,Mongrel::Stats,28,31,3,,,
70,YAML::Syck::Scalar,14,29,15,,,
70,HashWithIndifferentAccess,17,18,1,1.888889,1.567647,5.000000
70,NewRelic::TransactionSample,17,18,1,,,
70,Bignum,14,16,2,,,
71,Float,126919,154286,27367,,,
71,String,61028,85016,23988,36.457643,176.721670,18267.000000
71,Array,4155,8718,4563,7.173664,28.089597,540.000000
71,Regexp,2584,4584,2000,,,
71,MatchData,421,1095,674,2.350685,1.441529,8.000000
71,Class,1019,1022,3,,,
71,Hash,726,904,178,9.881637,41.763537,521.000000
71,Pathname,381,750,369,,,
71,Proc,467,590,123,,,
71,Module,426,429,3,,,
71,Range,163,184,21,,,
71,Time,124,181,57,,,
71,NewRelic::TransactionSample::Segment,158,166,8,,,
71,YAML::Syck::Scalar,29,65,36,,,
71,Mongrel::Stats,31,55,24,,,
71,ActiveSupport::Callbacks::CallbackChain,18,46,28,0.934783,1.062537,6.000000
71,NewRelic::MetricSpec,33,36,3,,,
71,Set,34,36,2,45.722222,123.682915,521.000000
71,ActiveSupport::Callbacks::Callback,5,24,19,,,
71,File,11,20,9,,,
71,NewRelic::TransactionSample,18,19,1,,,
72,Float,154286,129904,-24382,,,
72,String,85016,49918,-35098,47.881426,70.969206,3689.000000
72,Array,8718,2292,-6426,14.178447,39.870174,540.000000
72,Class,1022,1017,-5,,,
72,Regexp,4584,967,-3617,,,
72,Hash,904,673,-231,8.427935,39.135957,521.000000
72,Proc,590,447,-143,,,
72,Module,429,420,-9,,,
72,Range,184,163,-21,,,
72,Time,181,102,-79,,,
72,NewRelic::MetricSpec,36,31,-5,,,
72,Set,36,29,-7,47.862069,132.254550,521.000000
72,Mongrel::Stats,55,26,-29,,,
72,ActiveRecord::ConnectionAdapters::MysqlColumn,30,18,-12,,,
72,ActiveSupport::Callbacks::CallbackChain,46,17,-29,0.294118,0.685994,2.000000
72,Mutex,15,14,-1,,,
72,Bignum,16,14,-2,,,
72,YAML::Syck::Scalar,65,14,-51,,,
72,File,20,11,-9,,,
72,MatchData,1095,11,-1084,1.545455,1.213560,4.000000
73,Float,129904,264588,134684,,,
73,String,49918,61412,11494,42.188807,66.995681,3689.000000
73,Array,2292,4951,2659,10.433448,36.780566,540.000000
73,Regexp,967,1103,136,,,
73,Class,1017,1021,4,,,
73,Hash,673,900,227,9.954444,41.841976,521.000000
73,Proc,447,589,142,,,
73,Module,420,429,9,,,
73,MatchData,11,299,288,2.117057,1.151164,4.000000
73,Range,163,184,21,,,
73,NewRelic::TransactionSample::Segment,166,170,4,,,
73,Time,102,160,58,,,
73,YAML::Syck::Scalar,14,78,64,,,
73,Mongrel::Stats,26,47,21,,,
73,ActiveSupport::Callbacks::CallbackChain,17,47,30,0.914894,1.059733,6.000000
73,Set,29,34,5,48.647059,126.880015,521.000000
73,NewRelic::MetricSpec,31,32,1,,,
73,ActiveRecord::ConnectionAdapters::MysqlColumn,18,24,6,,,
73,ActiveSupport::Callbacks::Callback,5,24,19,,,
73,File,11,20,9,,,
73,NewRelic::TransactionSample,19,20,1,,,
73,HashWithIndifferentAccess,10,17,7,1.470588,1.230734,3.000000
73,Bignum,14,16,2,,,
73,StringIO,12,15,3,482.800000,1006.185953,3689.000000
73,Mutex,14,15,1,,,
74,Float,264588,132496,-132092,,,
74,String,61412,52174,-9238,48.073082,70.837239,3689.000000
74,Array,4951,2424,-2527,14.474422,40.284279,540.000000
74,Class,1021,1019,-2,,,
74,Regexp,1103,969,-134,,,
74,Hash,900,786,-114,8.788804,38.844143,521.000000
74,Proc,589,453,-136,,,
74,Float,264588,183935,-80653,,,
74,Module,429,427,-2,,,
74,String,61412,52284,-9128,48.158002,70.784798,3689.000000
74,NewRelic::TransactionSample::Segment,170,178,8,,,
74,Array,4951,2433,-2518,14.468968,40.214924,540.000000
74,Range,184,163,-21,,,
74,Class,1021,1019,-2,,,
74,Time,160,163,3,,,
74,Float,264588,218116,-46472,,,
74,Regexp,1103,969,-134,,,
74,Mongrel::Stats,47,79,32,,,
74,String,61412,52303,-9109,48.204596,70.399464,3689.000000
74,Hash,900,783,-117,8.961686,39.292738,521.000000
74,YAML::Syck::Scalar,78,50,-28,,,
74,Array,4951,2441,-2510,14.460877,40.154091,540.000000
74,Proc,589,452,-137,,,
74,Set,34,32,-2,51.125000,130.496508,521.000000
74,Class,1021,1019,-2,,,
74,Module,429,427,-2,,,
74,NewRelic::MetricSpec,32,31,-1,,,
74,Float,264588,242681,-21907,,,
74,Regexp,1103,969,-134,,,
74,Time,160,178,18,,,
74,ActionView::ReloadableTemplate,29,31,2,,,
74,String,61412,52125,-9287,48.528249,70.464914,3689.000000
